"","id","session","note.quality","food.present","no.intx.yes.no","tbl.lion.hyena.sessions.notes","session.error.notes","hy.id","time","order","behavior","target","distance","leader","food","tbl.lion.hyena.individual.behaviors.notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dengrad.date","dengrad.event.status","dengrad.event.data","disappear.date","disappear.event.status","disappear.event.data","dob.date","dob.event.status","dob.event.data","wean.date","wean.event.status","wean.event.data","rank.clan","rank","stan.rank","age.mon.lion","age.cat.lion","diagnosis","dart.date","age.mon.dart","age.cat.dart","hum.dist","diagnosis.time","toxo.status"
"742",3511,"t9114",3,TRUE,FALSE,"""unidentified kill (possibly gazelle with fetus)"".see jb w/what lk like fetus. seems only big scraps left from k when arr.nted 749 lns not fding on anything, but sms no lns fed after 735 b/c wlking.bsh bldy head,gil bldy,jab bldy head. fisi lv at end","only 1 unid","bsh",07:43:00,2,"dist",NA,20,FALSE,NA,"st/lk lion","talek","k",1996-03-08,"07:28:00","08:30:00",1996,7,"f","r","kb",NA,NA,NA,NA,NA,NA,1999-05-29,"dead","kidney failure",1983-01-01,NA,"talek",NA,NA,NA,"talek",1,1,158.2,"adult","positive",1994-05-02,136,"adult","low_tk","after","1"
"743",3526,"t9114",3,TRUE,FALSE,"""unidentified kill (possibly gazelle with fetus)"".see jb w/what lk like fetus. seems only big scraps left from k when arr.nted 749 lns not fding on anything, but sms no lns fed after 735 b/c wlking.bsh bldy head,gil bldy,jab bldy head. fisi lv at end","only 1 unid","fn",07:49:00,1,"dist",NA,60,FALSE,NA,NA,"talek","k",1996-03-08,"07:28:00","08:30:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1991-07-11,NA,"adult","low_tk","after","1"
"744",3531,"t9114",3,TRUE,FALSE,"""unidentified kill (possibly gazelle with fetus)"".see jb w/what lk like fetus. seems only big scraps left from k when arr.nted 749 lns not fding on anything, but sms no lns fed after 735 b/c wlking.bsh bldy head,gil bldy,jab bldy head. fisi lv at end","only 1 unid","bb",07:53:00,1,"dist",NA,40,FALSE,NA,"wan/snf","talek","k",1996-03-08,"07:28:00","08:30:00",1996,3,"f","r","bsh",NA,"1","1",1990-03-13,NA,NA,1998-12-29,"dead","humans (spear)",1989-07-13,NA,"talek",1990-05-21,NA,NA,"talek",7,0.586206896551724,79.8,"adult","positive",1993-12-08,52.9,"adult","low_tk","after","1"
"745",3289,"t9117",3,TRUE,FALSE,"lion so feeding when arr. hg bldy head. rm bldy. lion probably moved carcass b/c lop snf bloody spot 30m - lion. jab bloody,obese. sein very bldy body. amar bldy head. lop bldy head. lion lv, fisi remain fd/snf/wan @ k site; many fisi lv, only scraps left","i would be comfortable assuming this male lion is an adult, as these observers have discriminated subadult male lions in the past","dj",06:36:00,1,"scan",NA,2,FALSE,NA,NA,"talek","d",1996-03-11,"06:36:00","06:59:00",1996,1,"f","r","n2",NA,NA,NA,NA,NA,NA,1996-10-27,"dls","lions",1985-11-15,NA,"talek",NA,NA,NA,"talek",10,0.379310344827586,123.8,"adult","positive",1991-01-19,62.1,"adult","low_tk","after","1"
"746",3293,"t9117",3,TRUE,FALSE,"lion so feeding when arr. hg bldy head. rm bldy. lion probably moved carcass b/c lop snf bloody spot 30m - lion. jab bloody,obese. sein very bldy body. amar bldy head. lop bldy head. lion lv, fisi remain fd/snf/wan @ k site; many fisi lv, only scraps left","i would be comfortable assuming this male lion is an adult, as these observers have discriminated subadult male lions in the past","jab",06:36:00,1,"scan",NA,6,FALSE,NA,NA,"talek","d",1996-03-11,"06:36:00","06:59:00",1996,1,"f","r","bb",NA,"1",NA,1992-10-21,NA,NA,1998-04-26,"dls","inferred dead",1992-02-02,NA,"talek",1992-09-16,NA,NA,"talek",6,0.655172413793103,49.2,"adult","positive",1992-12-08,10.2,"cub","low_tk","after","1"
"747",3294,"t9117",3,TRUE,FALSE,"lion so feeding when arr. hg bldy head. rm bldy. lion probably moved carcass b/c lop snf bloody spot 30m - lion. jab bloody,obese. sein very bldy body. amar bldy head. lop bldy head. lion lv, fisi remain fd/snf/wan @ k site; many fisi lv, only scraps left","i would be comfortable assuming this male lion is an adult, as these observers have discriminated subadult male lions in the past","rm",06:36:00,1,"scan",NA,30,FALSE,NA,NA,"talek","d",1996-03-11,"06:36:00","06:59:00",1996,1,"f","r","ua",NA,"1","1",1994-03-23,NA,NA,1996-09-12,"dls","inferred dead",1993-07-07,NA,"talek",1994-07-27,NA,NA,"talek",20,-0.310344827586207,32.1,"adult","positive",1994-08-27,13.7,"subadult","low_tk","after","1"
"748",3298,"t9117",3,TRUE,FALSE,"lion so feeding when arr. hg bldy head. rm bldy. lion probably moved carcass b/c lop snf bloody spot 30m - lion. jab bloody,obese. sein very bldy body. amar bldy head. lop bldy head. lion lv, fisi remain fd/snf/wan @ k site; many fisi lv, only scraps left","i would be comfortable assuming this male lion is an adult, as these observers have discriminated subadult male lions in the past","zulu",06:36:00,1,"soc sfn",NA,30,FALSE,NA,NA,"talek","d",1996-03-11,"06:36:00","06:59:00",1996,1,"m","r","pt",NA,"1","2",1995-01-28,NA,NA,1997-08-31,"dead","lions",1994-05-01,NA,"talek",1995-08-20,NA,NA,NA,NA,NA,22.3,"subadult","positive",1995-02-10,9.4,"cub","low_tk","after","1"
"749",3299,"t9117",3,TRUE,FALSE,"lion so feeding when arr. hg bldy head. rm bldy. lion probably moved carcass b/c lop snf bloody spot 30m - lion. jab bloody,obese. sein very bldy body. amar bldy head. lop bldy head. lion lv, fisi remain fd/snf/wan @ k site; many fisi lv, only scraps left","i would be comfortable assuming this male lion is an adult, as these observers have discriminated subadult male lions in the past","jb",06:36:00,1,"scan",NA,20,FALSE,NA,NA,"talek","d",1996-03-11,"06:36:00","06:59:00",1996,1,"f","r","bsh","fn","1","1",1994-03-22,NA,NA,1997-12-03,"dls","inferred dead",1993-06-26,NA,"talek",1994-02-17,NA,NA,"talek",2,0.931034482758621,32.5,"adult","positive",1994-07-04,12.3,"subadult","low_tk","after","1"
"750",975,"t9118",3,FALSE,FALSE,"observers flw 2 fisi running toward place where male lion is so 75m - den, and 7 hyenas (in a group 1m apart) st/lk at least 15m - him. 2 other lions 75m - first lion. obs move vehicle around to get fisi various distances - d, so prob some incmpl ci's","i think these lions can definitely be called adults. this observer notes when male lions are subadults, and 3 adult males are common players in other notes from this time. unid white-headed cub head pokes in den at note within 1811, so should be 1 unid","dj",18:11:00,1,"dist",NA,15,FALSE,NA,NA,"talek","d",1996-03-11,"18:07:00","18:50:00",1996,1,"f","r","n2",NA,NA,NA,NA,NA,NA,1996-10-27,"dls","lions",1985-11-15,NA,"talek",NA,NA,NA,"talek",10,0.379310344827586,123.8,"adult","positive",1991-01-19,62.1,"adult","low_tk","after","1"
"751",978,"t9118",3,FALSE,FALSE,"observers flw 2 fisi running toward place where male lion is so 75m - den, and 7 hyenas (in a group 1m apart) st/lk at least 15m - him. 2 other lions 75m - first lion. obs move vehicle around to get fisi various distances - d, so prob some incmpl ci's","i think these lions can definitely be called adults. this observer notes when male lions are subadults, and 3 adult males are common players in other notes from this time. unid white-headed cub head pokes in den at note within 1811, so should be 1 unid","bsh",18:11:00,1,"dist",NA,15,FALSE,NA,NA,"talek","d",1996-03-11,"18:07:00","18:50:00",1996,1,"f","r","kb",NA,NA,NA,NA,NA,NA,1999-05-29,"dead","kidney failure",1983-01-01,NA,"talek",NA,NA,NA,"talek",1,1,158.3,"adult","positive",1994-05-02,136,"adult","low_tk","after","1"
"752",982,"t9118",3,FALSE,FALSE,"observers flw 2 fisi running toward place where male lion is so 75m - den, and 7 hyenas (in a group 1m apart) st/lk at least 15m - him. 2 other lions 75m - first lion. obs move vehicle around to get fisi various distances - d, so prob some incmpl ci's","i think these lions can definitely be called adults. this observer notes when male lions are subadults, and 3 adult males are common players in other notes from this time. unid white-headed cub head pokes in den at note within 1811, so should be 1 unid","jab",18:11:00,2,"run whps brt",NA,10,FALSE,NA,NA,"talek","d",1996-03-11,"18:07:00","18:50:00",1996,1,"f","r","bb",NA,"1",NA,1992-10-21,NA,NA,1998-04-26,"dls","inferred dead",1992-02-02,NA,"talek",1992-09-16,NA,NA,"talek",6,0.655172413793103,49.2,"adult","positive",1992-12-08,10.2,"cub","low_tk","after","1"
"753",1000,"t9118",3,FALSE,FALSE,"observers flw 2 fisi running toward place where male lion is so 75m - den, and 7 hyenas (in a group 1m apart) st/lk at least 15m - him. 2 other lions 75m - first lion. obs move vehicle around to get fisi various distances - d, so prob some incmpl ci's","i think these lions can definitely be called adults. this observer notes when male lions are subadults, and 3 adult males are common players in other notes from this time. unid white-headed cub head pokes in den at note within 1811, so should be 1 unid","tz",18:22:00,1,"so",NA,30,FALSE,NA,"scan","talek","d",1996-03-11,"18:07:00","18:50:00",1996,2,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1993-08-11,NA,"adult","low_tk","after","1"
"754",11020,"t91208",3,TRUE,FALSE,"food is baby thomson's gazelle which roos begin chasing at 17:43 and then caught","lions should be 2 adult female lions, 4 subadult lions of unknown sex","roos",17:53:00,1,"carrys fd",NA,60,FALSE,NA,NA,"talek","k",2015-05-10,"17:42:00","18:00:00",2015,1,"f","r","nav",NA,NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",2007-03-02,NA,"talek",2008-07-24,NA,NA,NA,NA,NA,98.3,"adult","positive",2013-06-07,75.2,"adult","hi_tk","after","1"
"755",472,"t9132.2",3,FALSE,FALSE,"first see jab, then min later lioness arr from bushes. at end 1 fisi oos, 1 fisi lv wlk, lion lv wlk.","""lioness"" most likely refers to an adult female lion, so i would change the age of the lion from unknown to adult","baj",07:31:00,2,"runs in front of lioness",NA,1,FALSE,NA,NA,"talek","o",1996-03-22,"07:30:00","07:45:00",1996,4,"m","r","bb","fn","1","2",1994-01-01,NA,NA,NA,NA,NA,1993-01-01,NA,"talek",1993-09-14,NA,NA,NA,NA,NA,38.6,"adult","positive",1993-07-14,6.4,"cub","low_tk","after","1"
"756",939,"t9140",3,TRUE,FALSE,"0820 gil 1st sn fd adult tommie skin scrap (seems sizeable).jone hs tommie leg at time, and rinc another scrap.seems other small scraps around, but scraps not discriminated.unk where rest carc is (eaten?). rm frsh bldy head. jab frsh bldy head, obese.","i would say this ""male lion"" is an adult as this observer has discriminated subadult males in the past","rinc",08:33:00,1,"runs fast",NA,40,FALSE,NA,"response to male lion running in","talek","d",1996-03-26,"08:17:00","08:37:00",1996,2,"m","r","jab","fn","1","2",1996-04-16,NA,NA,1997-05-09,"dls","inferred dead",1995-08-01,NA,"talek",1996-07-15,NA,NA,NA,NA,NA,7.8,"cub","negative",1996-06-08,10.2,"cub","low_tk","before","0"
"757",940,"t9140",3,TRUE,FALSE,"0820 gil 1st sn fd adult tommie skin scrap (seems sizeable).jone hs tommie leg at time, and rinc another scrap.seems other small scraps around, but scraps not discriminated.unk where rest carc is (eaten?). rm frsh bldy head. jab frsh bldy head, obese.","i would say this ""male lion"" is an adult as this observer has discriminated subadult males in the past","rm",08:33:00,1,"runs fast",NA,40,FALSE,NA,"response to male lion running in","talek","d",1996-03-26,"08:17:00","08:37:00",1996,2,"f","r","ua",NA,"1","1",1994-03-23,NA,NA,1996-09-12,"dls","inferred dead",1993-07-07,NA,"talek",1994-07-27,NA,NA,"talek",20,-0.310344827586207,32.6,"adult","positive",1994-08-27,13.7,"subadult","low_tk","after","1"
"758",943,"t9140",3,TRUE,FALSE,"0820 gil 1st sn fd adult tommie skin scrap (seems sizeable).jone hs tommie leg at time, and rinc another scrap.seems other small scraps around, but scraps not discriminated.unk where rest carc is (eaten?). rm frsh bldy head. jab frsh bldy head, obese.","i would say this ""male lion"" is an adult as this observer has discriminated subadult males in the past","jab",08:33:00,2,"dist",NA,20,FALSE,NA,NA,"talek","d",1996-03-26,"08:17:00","08:37:00",1996,2,"f","r","bb",NA,"1",NA,1992-10-21,NA,NA,1998-04-26,"dls","inferred dead",1992-02-02,NA,"talek",1992-09-16,NA,NA,"talek",6,0.655172413793103,49.7,"adult","positive",1992-12-08,10.2,"cub","low_tk","after","1"
"759",1825,"t9140",3,TRUE,FALSE,"0820 gil 1st sn fd adult tommie skin scrap (seems sizeable).jone hs tommie leg at time, and rinc another scrap.seems other small scraps around, but scraps not discriminated.unk where rest carc is (eaten?). rm frsh bldy head. jab frsh bldy head, obese.","i would say this ""male lion"" is an adult as this observer has discriminated subadult males in the past","amar",08:33:00,1,"runs fast",NA,40,FALSE,NA,"response to male lion running in","talek","d",1996-03-26,"08:17:00","08:37:00",1996,1,"f","r","ua","fn","1","1",1995-10-24,NA,NA,2003-06-13,"dls","inferred dead",1995-01-25,NA,"talek",1996-07-15,NA,NA,NA,NA,NA,14,"subadult","positive",1995-10-25,9,"cub","low_tk","after","1"
"760",14564,"t9149.1",3,FALSE,TRUE,"no intx. ""male lion so 150m w of den (look out little guys!)"". who so den entrance, dj so den. obs lv at 1855.","the ""male lion"" is probably an adult, because this is one of the ra's that tends to note when male lions are subadults","dj",18:53:00,0,"scan","lion",150,FALSE,NA,NA,"talek","d",1996-04-06,"18:53:00","18:58:00",1996,1,"f","r","n2",NA,NA,NA,NA,NA,NA,1996-10-27,"dls","lions",1985-11-15,NA,"talek",NA,NA,NA,"talek",10,0.379310344827586,124.7,"adult","positive",1991-01-19,62.1,"adult","low_tk","after","1"
"761",3066,"t9162",3,FALSE,FALSE,"dj obese. fas on dj 1850-1911 (entire session). flw dj to where lns are at same spot as 9161.11 (60m upstream of mudbank d). closest dj and lg get to lions is 50-60m. look at them and one ln lifts head at 1900 (maybe nothing to do w/fisi). fisi go oos bsh","i would say these male lions are adults, given these ra's have noted when males are subadults","dj",19:10:00,2,"dist",NA,50,FALSE,NA,"st/lk","talek","o",1996-04-15,"18:50:00","19:11:00",1996,7,"f","r","n2",NA,NA,NA,NA,NA,NA,1996-10-27,"dls","lions",1985-11-15,NA,"talek",NA,NA,NA,"talek",10,0.379310344827586,125,"adult","positive",1991-01-19,62.1,"adult","low_tk","after","1"
"762",2982,"t9166",3,FALSE,FALSE,"fas on sx 0641-0717 (pretty much entire session b/c 0717-0726 driving to den for quick stop). bsh oos after 0646, so only fisi present when lion is around are sx and tz",NA,"sx",07:01:00,2,"dist",NA,5,FALSE,NA,"lion app to 5m then sx bo","talek","o",1996-04-17,"06:40:00","07:26:00",1996,12,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,"talek",16,-0.0344827586206897,78.1,"adult","positive",1990-12-28,14.5,"subadult","low_tk","after","1"
"763",2984,"t9166",3,FALSE,FALSE,"fas on sx 0641-0717 (pretty much entire session b/c 0717-0726 driving to den for quick stop). bsh oos after 0646, so only fisi present when lion is around are sx and tz",NA,"tz",07:01:00,3,"dist",NA,20,FALSE,NA,NA,"talek","o",1996-04-17,"06:40:00","07:26:00",1996,5,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1993-08-11,NA,"adult","low_tk","after","1"
"764",10801,"t91670",2,TRUE,FALSE,"fresh wildebeest carcass - not sure if hyenas since none bloody/fat; bncl fat; incomplete cis (training, bushes); hard tell how much @ beginning (in pool->difficult ids too); think lioness might have made kill and hyenas stole but lioness not bloody","1 unid hyena; female lion is an adult","amaz",07:33:00,2,"mob",NA,25,FALSE,NA,NA,"talek","k",2015-07-04,"07:11:00","08:17:00",2015,1,"f","r","hel",NA,"1","1",2009-11-19,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-09-29,NA,NA,NA,NA,NA,76.5,"adult","positive",2012-06-16,40,"adult","hi_tk","after","1"
"765",10802,"t91670",2,TRUE,FALSE,"fresh wildebeest carcass - not sure if hyenas since none bloody/fat; bncl fat; incomplete cis (training, bushes); hard tell how much @ beginning (in pool->difficult ids too); think lioness might have made kill and hyenas stole but lioness not bloody","1 unid hyena; female lion is an adult","atac",07:33:00,2,"mob",NA,25,FALSE,NA,NA,"talek","k",2015-07-04,"07:11:00","08:17:00",2015,1,"f","r","hel",NA,"1","2",2009-10-18,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-07-15,NA,NA,NA,NA,NA,76.5,"adult","positive",2012-06-13,39.9,"adult","hi_tk","after","1"
"766",6493,"t9171",2,TRUE,FALSE,"when arr, m lion carry freshly killed adult female impala, 8 fisi on obs's side of lug. furthest fisi 40m-ln, clst 15m-ln. in ci's 0643-0645 (go to opp side of lug, where 16 fisi (incl @ lst some of prior 8) st/lk / so in bshs, furthest 60m-ln clst 15m-ln",NA,"baj",06:40:00,1,"scan",NA,15,FALSE,NA,NA,"talek","k",1996-04-20,"06:40:00","07:25:00",1996,2,"m","r","bb","fn","1","2",1994-01-01,NA,NA,NA,NA,NA,1993-01-01,NA,"talek",1993-09-14,NA,NA,NA,NA,NA,39.6,"adult","positive",1993-07-14,6.4,"cub","low_tk","after","1"
"767",6498,"t9171",2,TRUE,FALSE,"when arr, m lion carry freshly killed adult female impala, 8 fisi on obs's side of lug. furthest fisi 40m-ln, clst 15m-ln. in ci's 0643-0645 (go to opp side of lug, where 16 fisi (incl @ lst some of prior 8) st/lk / so in bshs, furthest 60m-ln clst 15m-ln",NA,"mig",06:45:00,1,"dist",NA,60,FALSE,NA,NA,"talek","k",1996-04-20,"06:40:00","07:25:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1994-09-20,NA,"adult","low_tk","after","1"
"768",6499,"t9171",2,TRUE,FALSE,"when arr, m lion carry freshly killed adult female impala, 8 fisi on obs's side of lug. furthest fisi 40m-ln, clst 15m-ln. in ci's 0643-0645 (go to opp side of lug, where 16 fisi (incl @ lst some of prior 8) st/lk / so in bshs, furthest 60m-ln clst 15m-ln",NA,"jab",06:45:00,1,"dist",NA,15,FALSE,NA,NA,"talek","k",1996-04-20,"06:40:00","07:25:00",1996,2,"f","r","bb",NA,"1",NA,1992-10-21,NA,NA,1998-04-26,"dls","inferred dead",1992-02-02,NA,"talek",1992-09-16,NA,NA,"talek",6,0.655172413793103,50.6,"adult","positive",1992-12-08,10.2,"cub","low_tk","after","1"
"769",6501,"t9171",2,TRUE,FALSE,"when arr, m lion carry freshly killed adult female impala, 8 fisi on obs's side of lug. furthest fisi 40m-ln, clst 15m-ln. in ci's 0643-0645 (go to opp side of lug, where 16 fisi (incl @ lst some of prior 8) st/lk / so in bshs, furthest 60m-ln clst 15m-ln",NA,"par",06:45:00,3,"dist",NA,40,FALSE,NA,NA,"talek","k",1996-04-20,"06:40:00","07:25:00",1996,1,"f","r","gw","rcn","0",NA,1994-04-03,NA,NA,2004-02-10,"dls","inferred dead",1993-07-15,NA,"talek",NA,NA,NA,"talek",22,-0.448275862068966,33.2,"adult","positive",1994-06-23,11.3,"cub","low_tk","after","1"
"770",6506,"t9171",2,TRUE,FALSE,"when arr, m lion carry freshly killed adult female impala, 8 fisi on obs's side of lug. furthest fisi 40m-ln, clst 15m-ln. in ci's 0643-0645 (go to opp side of lug, where 16 fisi (incl @ lst some of prior 8) st/lk / so in bshs, furthest 60m-ln clst 15m-ln",NA,"pos",06:45:00,8,"dist",NA,50,FALSE,NA,NA,"talek","k",1996-04-20,"06:40:00","07:25:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-03-25,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"doubtful",1996-07-08,NA,"adult","low_tk","before","0"
"771",7026,"t9180",2,TRUE,FALSE,"when arr, 2 lions fd adult zebra kill, and ""approx. 28 hyenas present, things are calm"". fisi ~10-60m - lions, carcass. almost certainly incomplete ci's due to #fisi. lions abandon kill at session end.","these lions are males, i would be comfortable saying adults since these ra's have noted when males are subadults. see 0645 for male confirmation: ""rcn runs into carcass with both male lions and grabs the tail""","dj",06:25:00,5,"scan",NA,20,FALSE,NA,NA,"talek","k",1996-05-04,"06:25:00","07:14:00",1996,2,"f","r","n2",NA,NA,NA,NA,NA,NA,1996-10-27,"dls","lions",1985-11-15,NA,"talek",NA,NA,NA,"talek",10,0.379310344827586,125.6,"adult","positive",1991-01-19,62.1,"adult","low_tk","after","1"
"772",7028,"t9180",2,TRUE,FALSE,"when arr, 2 lions fd adult zebra kill, and ""approx. 28 hyenas present, things are calm"". fisi ~10-60m - lions, carcass. almost certainly incomplete ci's due to #fisi. lions abandon kill at session end.","these lions are males, i would be comfortable saying adults since these ra's have noted when males are subadults. see 0645 for male confirmation: ""rcn runs into carcass with both male lions and grabs the tail""","jab",06:25:00,7,"scan",NA,10,FALSE,NA,NA,"talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"f","r","bb",NA,"1",NA,1992-10-21,NA,NA,1998-04-26,"dls","inferred dead",1992-02-02,NA,"talek",1992-09-16,NA,NA,"talek",6,0.655172413793103,51,"adult","positive",1992-12-08,10.2,"cub","low_tk","after","1"
"773",7031,"t9180",2,TRUE,FALSE,"when arr, 2 lions fd adult zebra kill, and ""approx. 28 hyenas present, things are calm"". fisi ~10-60m - lions, carcass. almost certainly incomplete ci's due to #fisi. lions abandon kill at session end.","these lions are males, i would be comfortable saying adults since these ra's have noted when males are subadults. see 0645 for male confirmation: ""rcn runs into carcass with both male lions and grabs the tail""","mig",06:25:00,10,"scan",NA,60,FALSE,NA,"60m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1994-09-20,NA,"adult","low_tk","after","1"
"774",7034,"t9180",2,TRUE,FALSE,"when arr, 2 lions fd adult zebra kill, and ""approx. 28 hyenas present, things are calm"". fisi ~10-60m - lions, carcass. almost certainly incomplete ci's due to #fisi. lions abandon kill at session end.","these lions are males, i would be comfortable saying adults since these ra's have noted when males are subadults. see 0645 for male confirmation: ""rcn runs into carcass with both male lions and grabs the tail""","zulu",06:25:00,13,"scan",NA,23,FALSE,NA,"23m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,2,"m","r","pt",NA,"1","2",1995-01-28,NA,NA,1997-08-31,"dead","lions",1994-05-01,NA,"talek",1995-08-20,NA,NA,NA,NA,NA,24.1,"adult","positive",1995-02-10,9.4,"cub","low_tk","after","1"
"775",7037,"t9180",2,TRUE,FALSE,"when arr, 2 lions fd adult zebra kill, and ""approx. 28 hyenas present, things are calm"". fisi ~10-60m - lions, carcass. almost certainly incomplete ci's due to #fisi. lions abandon kill at session end.","these lions are males, i would be comfortable saying adults since these ra's have noted when males are subadults. see 0645 for male confirmation: ""rcn runs into carcass with both male lions and grabs the tail""","kip",06:25:00,16,"scan",NA,30,FALSE,NA,"30m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"f","r","who","fn","1","1",1994-08-23,NA,NA,2000-09-26,"dls","inferred dead",1993-12-10,NA,"talek",1994-09-10,NA,NA,"talek",5,0.724137931034483,28.8,"adult","positive",1994-12-18,12.3,"subadult","low_tk","after","1"
"776",7038,"t9180",2,TRUE,FALSE,"when arr, 2 lions fd adult zebra kill, and ""approx. 28 hyenas present, things are calm"". fisi ~10-60m - lions, carcass. almost certainly incomplete ci's due to #fisi. lions abandon kill at session end.","these lions are males, i would be comfortable saying adults since these ra's have noted when males are subadults. see 0645 for male confirmation: ""rcn runs into carcass with both male lions and grabs the tail""","jj",06:25:00,17,"scan",NA,20,FALSE,NA,"20m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"f","r","dj","zip","1","2",1993-03-29,NA,NA,2003-01-24,"dls","inferred dead",1992-09-15,NA,"talek",1993-08-06,NA,NA,"talek",12,0.241379310344828,43.6,"adult","positive",1993-08-12,10.9,"cub","low_tk","after","1"
"777",7039,"t9180",2,TRUE,FALSE,"when arr, 2 lions fd adult zebra kill, and ""approx. 28 hyenas present, things are calm"". fisi ~10-60m - lions, carcass. almost certainly incomplete ci's due to #fisi. lions abandon kill at session end.","these lions are males, i would be comfortable saying adults since these ra's have noted when males are subadults. see 0645 for male confirmation: ""rcn runs into carcass with both male lions and grabs the tail""","jb",06:25:00,18,"scan",NA,30,FALSE,NA,"30m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"f","r","bsh","fn","1","1",1994-03-22,NA,NA,1997-12-03,"dls","inferred dead",1993-06-26,NA,"talek",1994-02-17,NA,NA,"talek",2,0.931034482758621,34.3,"adult","positive",1994-07-04,12.3,"subadult","low_tk","after","1"
"778",7046,"t9180",2,TRUE,FALSE,"when arr, 2 lions fd adult zebra kill, and ""approx. 28 hyenas present, things are calm"". fisi ~10-60m - lions, carcass. almost certainly incomplete ci's due to #fisi. lions abandon kill at session end.","these lions are males, i would be comfortable saying adults since these ra's have noted when males are subadults. see 0645 for male confirmation: ""rcn runs into carcass with both male lions and grabs the tail""","bsh",06:31:00,5,"scan",NA,20,FALSE,NA,"20m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,2,"f","r","kb",NA,NA,NA,NA,NA,NA,1999-05-29,"dead","kidney failure",1983-01-01,NA,"talek",NA,NA,NA,"talek",1,1,160.1,"adult","positive",1994-05-02,136,"adult","low_tk","after","1"
"779",7047,"t9180",2,TRUE,FALSE,"when arr, 2 lions fd adult zebra kill, and ""approx. 28 hyenas present, things are calm"". fisi ~10-60m - lions, carcass. almost certainly incomplete ci's due to #fisi. lions abandon kill at session end.","these lions are males, i would be comfortable saying adults since these ra's have noted when males are subadults. see 0645 for male confirmation: ""rcn runs into carcass with both male lions and grabs the tail""","fn",06:31:00,6,"scan",NA,20,FALSE,NA,"20m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1991-07-11,NA,"adult","low_tk","after","1"
"780",7048,"t9180",2,TRUE,FALSE,"when arr, 2 lions fd adult zebra kill, and ""approx. 28 hyenas present, things are calm"". fisi ~10-60m - lions, carcass. almost certainly incomplete ci's due to #fisi. lions abandon kill at session end.","these lions are males, i would be comfortable saying adults since these ra's have noted when males are subadults. see 0645 for male confirmation: ""rcn runs into carcass with both male lions and grabs the tail""","tz",06:31:00,7,"scan",NA,20,FALSE,NA,"20m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1993-08-11,NA,"adult","low_tk","after","1"
"781",7049,"t9180",2,TRUE,FALSE,"when arr, 2 lions fd adult zebra kill, and ""approx. 28 hyenas present, things are calm"". fisi ~10-60m - lions, carcass. almost certainly incomplete ci's due to #fisi. lions abandon kill at session end.","these lions are males, i would be comfortable saying adults since these ra's have noted when males are subadults. see 0645 for male confirmation: ""rcn runs into carcass with both male lions and grabs the tail""","lg",06:31:00,8,"scan",NA,60,FALSE,NA,"60m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"f","r","11",NA,NA,NA,NA,NA,NA,1999-04-16,"dls","inferred dead",1982-06-01,NA,"talek",NA,NA,NA,"talek",28,-0.862068965517241,167.1,"adult","positive",1994-06-28,144.9,"adult","low_tk","after","1"
