"","id","session","note.quality","food.present","no.intx.yes.no","hy.id","time","order","behavior","target","distance","leader.y.n.","food","notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dob.date","dob.event.status","dob.event.data","dob.error","dob.notes","dfs","dfs.event.status","dfs.event.data","dfs.error","dfs.notes","dengrad","dengrad.event.status","dengrad.event.data","dengrad.error","dengrad.notes","weaned","weaned.event.status","weaned.event.data","weaned.error","weaned.notes","change.clan","change.clan.event.status","change.clan.event.data","change.clan.error","change.clan.notes","change.clan2","change.clan2.event.status","change.clan2.event.data","change.clan2.error","change.clan2.notes","disappeared.date","disappeared.event.status","disappeared.event.data","disappeared.error","disappeared.notes","age.mon.lion","age.cat.lion","hum.dist.lion","rank","stan.rank.lion","hum.pop.den","diagnosis","dart.date","age.mon.dart","age.cat.dart","hum.dist.dob","diagnosis.time","toxo.status","dist.age.stndrzd"
"888",11604,"s13640",2,TRUE,FALSE,"shrm","00-jan-00",1,"scan",NA,60,FALSE,NA,NA,"serena.n","c",2014-04-05,"07:50:00","09:06:00",2014,1,"f","r",NA,NA,NA,NA,NA,"","serena.n",NA,"",2008-07-08,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2016-10-16,"dead","unknown",NA,"possibly lions",NA,"adult","low",4,0.647058823529412,"low","positive",2013-02-08,NA,"adult","low","after","1",1.31324381725491
"889",11737,"s15479",2,TRUE,FALSE,"mtn","00-jan-00",1,"scan",NA,50,FALSE,NA,NA,"serena.s","k",2015-03-02,"08:10:00","08:41:00",2015,1,"f","r",NA,NA,NA,NA,NA,"","serena.s",NA,"",2009-04-03,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2016-12-22,"dls","",NA,"",NA,"adult","low",15,-0.75,"low","positive",2012-07-21,NA,"adult","low","after","1",0.942116724205279
"890",11742,"s16012",2,TRUE,FALSE,"ring","00-jan-00",1,"dist",NA,2,FALSE,NA,"app carcass 2m - lioness","happy.zebra","k",2015-01-02,"08:23:00","09:46:00",2015,2,"f","r","ao",NA,"1","1",2009-11-30,"","happy.zebra",NA,"",2009-12-22,"","",NA,"",2010-11-16,"","",NA,"dengrad info not in table, instead taken from tblhyenas",2010-10-16,"","","22.5","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",61.1,"adult","low",18,-0.888888888888889,"low","positive",2015-01-29,62,"adult","low","before","1",-0.83929332243296
"891",11750,"s16012",2,TRUE,FALSE,"pike","00-jan-00",7,"mob",NA,9,FALSE,NA,"""pike, arba join erem, clay, coal brt app 9mlion""","happy.zebra","k",2015-01-02,"08:23:00","09:46:00",2015,1,"f","r","koi",NA,NA,NA,2007-10-30,"","happy.zebra",NA,"",2008-06-30,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","fate unknown",NA,"",86.1,"adult","low",1,1,"low","positive",2015-05-17,90.5,"adult","low","before","1",-0.579504357298217
"892",11806,"s1257",3,FALSE,FALSE,"pike","00-jan-00",1,"scan",NA,40,FALSE,NA,NA,"happy.zebra","o",2010-11-26,"07:08:00","07:52:00",2010,3,"f","r","koi",NA,NA,NA,2007-10-30,"","happy.zebra",NA,"",2008-06-30,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","fate unknown",NA,"",36.9,"adult","low",2,0.818181818181818,"low","positive",2015-05-17,90.5,"adult","low","before","1",0.570989631155646
"893",11904,"s13829",2,TRUE,FALSE,"trni","00-jan-00",1,"scan",NA,35,FALSE,NA,NA,"serena.n","k",2014-05-14,"18:16:00","19:13:00",2014,1,"m","r","wafl",NA,"0",NA,2012-07-04,"","serena.n",NA,"",2012-07-12,"","",NA,"",2013-02-18,"","",NA,"dengrad info not in table, instead taken from tblhyenas",2013-07-03,"","",NA,"",2019-10-21,"dispersal","oloololo",NA,"",NA,NA,NA,NA,NA,NA,"dls","",NA,"",22.3,"subadult","low",NA,NA,"low","positive",2015-03-04,32,"adult","low","before","1",0.578330615659949
"894",11948,"s13829",2,TRUE,FALSE,"shrm","00-jan-00",1,"scan",NA,15,FALSE,NA,NA,"serena.n","k",2014-05-14,"18:16:00","19:13:00",2014,3,"f","r",NA,NA,NA,NA,NA,"","serena.n",NA,"",2008-07-08,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2016-10-16,"dead","unknown",NA,"possibly lions",NA,"adult","low",4,0.647058823529412,"low","positive",2013-02-08,NA,"adult","low","after","1",-0.356828101468437
"895",11997,"s16358",3,TRUE,FALSE,"csby","00-jan-00",1,"brt app","lion",10,FALSE,NA,"lions ignore app","happy.zebra","c",2015-04-18,"08:02:00","09:09:00",2015,5,"f","r","spb",NA,NA,NA,2007-12-30,"","happy.zebra",NA,"",2008-06-24,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","fate unknown",NA,"",87.6,"adult","low",15,-0.555555555555556,"low","positive",2015-03-10,86.3,"adult","low","after","1",-0.542391647993254
"896",12001,"s13829",2,TRUE,FALSE,"digs","00-jan-00",1,"scan",NA,8,FALSE,NA,NA,"serena.n","k",2014-05-14,"18:16:00","19:13:00",2014,6,"f","r",NA,NA,NA,NA,NA,"","serena.n",NA,"",2008-07-24,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2015-03-31,"dead","",NA,"",NA,"adult","low",3,0.764705882352941,"low","positive",2013-06-21,NA,"adult","low","after","1",-0.61661706660318
"897",12006,"s13829",2,TRUE,FALSE,"uzi","00-jan-00",1,"scan",NA,11,FALSE,NA,NA,"serena.n","k",2014-05-14,"18:16:00","19:13:00",2014,7,"m","r","angi",NA,"0",NA,2012-08-21,"","serena.n",NA,"",2012-11-06,"","",NA,"",2013-07-01,"","",NA,"dengrad info not in table, instead taken from tblhyenas",2013-06-03,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2016-03-11,"dls","double check: alive but with disappeared date",NA,"",20.7,"subadult","low",NA,NA,"low","positive",2015-03-19,30.9,"adult","low","before","1",-0.56383052307831
"898",12027,"s13829",2,TRUE,FALSE,"hucn","00-jan-00",3,"mob",NA,1,FALSE,NA,NA,"serena.n","k",2014-05-14,"18:16:00","19:13:00",2014,6,"m","r","rbc",NA,"1","1",2011-09-12,"","serena.n",NA,"",2012-01-27,"","",NA,"",2012-07-15,"","",NA,"dengrad info not in table, instead taken from tblhyenas",2012-08-24,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2014-09-24,"dls","double check: alive but with disappeared date",NA,"",32,"adult","low",NA,NA,"low","doubtful",2014-07-02,33.6,"adult","low","before","0",-0.876406031737924
"899",12086,"s13964",2,TRUE,FALSE,"shrm","00-jan-00",1,"scan",NA,60,FALSE,NA,NA,"serena.n","k",2014-06-23,"08:33:00","09:10:00",2014,4,"f","r",NA,NA,NA,NA,NA,"","serena.n",NA,"",2008-07-08,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2016-10-16,"dead","unknown",NA,"possibly lions",NA,"adult","low",4,0.647058823529412,"low","positive",2013-02-08,NA,"adult","low","after","1",1.31324381725491
"900",12089,"s13964",2,TRUE,FALSE,"trni","00-jan-00",1,"scan",NA,60,FALSE,NA,NA,"serena.n","k",2014-06-23,"08:33:00","09:10:00",2014,4,"m","r","wafl",NA,"0",NA,2012-07-04,"","serena.n",NA,"",2012-07-12,"","",NA,"",2013-02-18,"","",NA,"dengrad info not in table, instead taken from tblhyenas",2013-07-03,"","",NA,"",2019-10-21,"dispersal","oloololo",NA,"",NA,NA,NA,NA,NA,NA,"dls","",NA,"",23.6,"subadult","low",NA,NA,"low","positive",2015-03-04,32,"adult","low","before","1",1.76808180184564
"901",12091,"s13964",2,TRUE,FALSE,"wafl","00-jan-00",1,"scan",NA,60,FALSE,NA,NA,"serena.n","k",2014-06-23,"08:33:00","09:10:00",2014,4,"f","r",NA,NA,NA,NA,2007-08-01,"","serena.n",NA,"",2008-07-24,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",82.7,"adult","low",1,1,"low","doubtful",2012-07-02,59,"adult","low","after","0",1.31324381725491
"902",12126,"s15702",2,FALSE,FALSE,"wafl","00-jan-00",1,"mob",NA,50,FALSE,NA,"lions didn't care and left","serena.n","o",2015-01-28,"06:29:00","06:41:00",2015,2,"f","r",NA,NA,NA,NA,2007-08-01,"","serena.n",NA,"",2008-07-24,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",89.9,"adult","low",1,1,"low","doubtful",2012-07-02,59,"adult","low","after","0",0.942116724205279
"903",12127,"s15702",2,FALSE,FALSE,"trni","00-jan-00",1,"mob",NA,50,FALSE,NA,"lions didn't care and left","serena.n","o",2015-01-28,"06:29:00","06:41:00",2015,2,"m","r","wafl",NA,"0",NA,2012-07-04,"","serena.n",NA,"",2012-07-12,"","",NA,"",2013-02-18,"","",NA,"dengrad info not in table, instead taken from tblhyenas",2013-07-03,"","",NA,"",2019-10-21,"dispersal","oloololo",NA,"",NA,NA,NA,NA,NA,NA,"dls","",NA,"",30.8,"adult","low",NA,NA,"low","positive",2015-03-04,32,"adult","low","before","1",0.942116724205279
"904",12131,"s20876",3,FALSE,FALSE,"pike","00-jan-00",1,"app","lion",3,FALSE,NA,NA,"happy.zebra","o",2016-11-15,"06:07:00","06:55:00",2016,7,"f","r","koi",NA,NA,NA,2007-10-30,"","happy.zebra",NA,"",2008-06-30,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","fate unknown",NA,"",108.5,"adult","low",1,1,"low","positive",2015-05-17,90.5,"adult","low","after","1",-0.802180613127997
"905",12261,"s16338",2,FALSE,FALSE,"pike","00-jan-00",1,"scan",NA,15,FALSE,NA,NA,"happy.zebra","d",2015-04-07,"06:29:00","07:43:00",2015,1,"f","r","koi",NA,NA,NA,2007-10-30,"","happy.zebra",NA,"",2008-06-30,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","fate unknown",NA,"",89.2,"adult","low",1,1,"low","positive",2015-05-17,90.5,"adult","low","before","1",-0.356828101468437
"906",12329,"s16675",3,TRUE,FALSE,"ring","00-jan-00",2,"mob",NA,10,FALSE,NA,NA,"happy.zebra","c",2015-05-29,"17:50:00","21:11:00",2015,4,"f","r","ao",NA,"1","1",2009-11-30,"","happy.zebra",NA,"",2009-12-22,"","",NA,"",2010-11-16,"","",NA,"dengrad info not in table, instead taken from tblhyenas",2010-10-16,"","","22.5","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",65.9,"adult","low",18,-0.888888888888889,"low","positive",2015-01-29,62,"adult","low","after","1",-0.542391647993254
"907",12440,"s2798",3,FALSE,FALSE,"shrm","00-jan-00",1,"scan",NA,4,FALSE,NA,NA,"serena.n","o",2010-05-16,"17:30:00","18:50:00",2010,1,"f","r",NA,NA,NA,NA,NA,"","serena.n",NA,"",2008-07-08,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2016-10-16,"dead","unknown",NA,"possibly lions",NA,"adult","low",4,0.647058823529412,"low","positive",2013-02-08,NA,"adult","low","before","1",-0.765067903823034
"908",12507,"s5803",2,TRUE,FALSE,"slin","00-jan-00",1,"brt whoop",NA,5,FALSE,NA,NA,"serena.s","k",2011-11-30,"09:01:00","09:49:00",2011,1,"f","r",NA,NA,NA,NA,NA,"","serena.s",NA,"",2008-11-17,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2018-08-14,"dls","",NA,"",NA,"adult","low",3,0.764705882352941,"low","positive",2012-07-22,NA,"adult","low","before","1",-0.72795519451807
"909",12508,"s3834",2,FALSE,FALSE,"java","00-jan-00",1,"scan",NA,12,FALSE,NA,NA,"serena.s","d",2009-10-10,"06:43:00","07:48:00",2009,1,"f","r",NA,NA,NA,NA,NA,"","serena.s",NA,"",2008-11-17,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2017-11-26,"dls","",NA,"",NA,"adult","low",2,0.857142857142857,"low","positive",2013-01-10,NA,"adult","low","before","1",-0.468166229383327
"910",12513,"s3834",2,FALSE,FALSE,"slin","00-jan-00",1,"scan",NA,12,FALSE,NA,NA,"serena.s","d",2009-10-10,"06:43:00","07:48:00",2009,4,"f","r",NA,NA,NA,NA,NA,"","serena.s",NA,"",2008-11-17,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2018-08-14,"dls","",NA,"",NA,"adult","low",3,0.714285714285714,"low","positive",2012-07-22,NA,"adult","low","before","1",-0.468166229383327
"911",12515,"s3834",2,FALSE,FALSE,"clov","00-jan-00",1,"scan",NA,12,FALSE,NA,NA,"serena.s","d",2009-10-10,"06:43:00","07:48:00",2009,2,"f","r",NA,NA,NA,NA,NA,"","serena.s",NA,"",2008-11-23,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2016-08-24,"dls","fate unknown",NA,"",NA,"adult","low",1,1,"low","positive",2012-06-24,NA,"adult","low","before","1",-0.468166229383327
"912",12710,"s12196",2,FALSE,FALSE,"pike","00-jan-00",1,"dist",NA,60,FALSE,NA,NA,"happy.zebra","o",2013-02-20,"06:34:00","07:52:00",2013,4,"f","r","koi",NA,NA,NA,2007-10-30,"","happy.zebra",NA,"",2008-06-30,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","fate unknown",NA,"",63.7,"adult","low",1,1,"low","positive",2015-05-17,90.5,"adult","low","before","1",1.31324381725491
"913",12759,"s13944",2,TRUE,FALSE,"uzi","00-jan-00",1,"scan",NA,15,FALSE,NA,NA,"serena.n","k",2014-06-12,"05:47:00","06:15:00",2014,1,"m","r","angi",NA,"0",NA,2012-08-21,"","serena.n",NA,"",2012-11-06,"","",NA,"",2013-07-01,"","",NA,"dengrad info not in table, instead taken from tblhyenas",2013-06-03,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2016-03-11,"dls","double check: alive but with disappeared date",NA,"",21.7,"subadult","low",NA,NA,"low","positive",2015-03-19,30.9,"adult","low","before","1",-0.373470333288601
"914",12764,"s13944",2,TRUE,FALSE,"wafl","00-jan-00",1,"scan",NA,5,FALSE,NA,NA,"serena.n","k",2014-06-12,"05:47:00","06:15:00",2014,1,"f","r",NA,NA,NA,NA,2007-08-01,"","serena.n",NA,"",2008-07-24,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",82.4,"adult","low",1,1,"low","doubtful",2012-07-02,59,"adult","low","after","0",-0.72795519451807
"915",12798,"s11279",3,TRUE,FALSE,"wafl","00-jan-00",3,"dist",NA,25,FALSE,NA,"lion1 app-25 app hyenas","serena.n","c",2013-11-24,"06:30:00","07:03:00",2013,12,"f","r",NA,NA,NA,NA,2007-08-01,"","serena.n",NA,"",2008-07-24,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",75.8,"adult","low",1,1,"low","doubtful",2012-07-02,59,"adult","low","after","0",0.014298991581196
"916",12800,"s11279",3,TRUE,FALSE,"tnsl","00-jan-00",3,"dist",NA,25,FALSE,NA,"lion1 app-25 app hyenas","serena.n","c",2013-11-24,"06:30:00","07:03:00",2013,4,"f","r","elf?",NA,NA,NA,NA,"","serena.n",NA,"",2008-07-08,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2014-06-12,"dls","fate unknown",NA,"",NA,"adult","low",15,-0.4,"low","positive",2012-06-19,NA,"adult","low","after","1",0.014298991581196
"917",12802,"s11279",3,TRUE,FALSE,"shrm","00-jan-00",3,"dist",NA,25,FALSE,NA,"lion1 app-25 app hyenas","serena.n","c",2013-11-24,"06:30:00","07:03:00",2013,13,"f","r",NA,NA,NA,NA,NA,"","serena.n",NA,"",2008-07-08,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2016-10-16,"dead","unknown",NA,"possibly lions",NA,"adult","low",6,0.5,"low","positive",2013-02-08,NA,"adult","low","after","1",0.014298991581196
"918",12950,"s20456.1",2,TRUE,FALSE,"csby","00-jan-00",1,"low lope mob","lion",15,TRUE,NA,NA,"happy.zebra","k",2016-09-09,"06:35:00","08:11:00",2016,3,"f","r","spb",NA,NA,NA,2007-12-30,"","happy.zebra",NA,"",2008-06-24,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","fate unknown",NA,"",104.3,"adult","low",17,-0.6,"low","positive",2015-03-10,86.3,"adult","low","after","1",-0.356828101468437
"919",12957,"s20456.1",2,TRUE,FALSE,"pike","00-jan-00",5,"dist","lion",20,FALSE,NA,NA,"happy.zebra","k",2016-09-09,"06:35:00","08:11:00",2016,5,"f","r","koi",NA,NA,NA,2007-10-30,"","happy.zebra",NA,"",2008-06-30,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","fate unknown",NA,"",106.3,"adult","low",1,1,"low","positive",2015-05-17,90.5,"adult","low","after","1",-0.171264554943621
"920",13026,"s7512",1,TRUE,FALSE,"pike","00-jan-00",0,"dist","lion",1,FALSE,NA,NA,"happy.zebra","k",2011-06-29,"06:31:00","08:51:00",2011,1,"f","r","koi",NA,NA,NA,2007-10-30,"","happy.zebra",NA,"",2008-06-30,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","fate unknown",NA,"",44,"adult","low",2,0.818181818181818,"low","positive",2015-05-17,90.5,"adult","low","before","1",-0.876406031737924
"921",13167,"s18794",1,TRUE,FALSE,"uzi","00-jan-00",1,"mob","lion",30,TRUE,NA,NA,"serena.n","k",2016-03-05,"08:35:00","09:23:00",2016,2,"m","r","angi",NA,"0",NA,2012-08-21,"","serena.n",NA,"",2012-11-06,"","",NA,"",2013-07-01,"","",NA,"dengrad info not in table, instead taken from tblhyenas",2013-06-03,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2016-03-11,"dls","double check: alive but with disappeared date",NA,"",42.4,"adult","low",NA,NA,"low","positive",2015-03-19,30.9,"adult","low","after","1",0.199862538106013
"922",13175,"s19478",1,TRUE,FALSE,"trni","00-jan-00",0,"app","lion",5,FALSE,NA,NA,"serena.n","k",2016-06-27,"17:31:00","18:29:00",2016,1,"m","r","wafl",NA,"0",NA,2012-07-04,"","serena.n",NA,"",2012-07-12,"","",NA,"",2013-02-18,"","",NA,"dengrad info not in table, instead taken from tblhyenas",2013-07-03,"","",NA,"",2019-10-21,"dispersal","oloololo",NA,"",NA,NA,NA,NA,NA,NA,"dls","",NA,"",47.8,"adult","low",NA,NA,"low","positive",2015-03-04,32,"adult","low","after","1",-0.72795519451807
"923",13186,"s11777",1,TRUE,FALSE,"slin","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"serena.s","k",2013-08-08,"06:16:00","07:16:00",2013,2,"f","r",NA,NA,NA,NA,NA,"","serena.s",NA,"",2008-11-17,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2018-08-14,"dls","",NA,"",NA,"adult","low",5,0.529411764705882,"low","positive",2012-07-22,NA,"adult","low","after","1",0.942116724205279
"924",13192,"s11777",1,TRUE,FALSE,"mtn","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"serena.s","k",2013-08-08,"06:16:00","07:16:00",2013,1,"f","r",NA,NA,NA,NA,NA,"","serena.s",NA,"",2009-04-03,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2016-12-22,"dls","",NA,"",NA,"adult","low",16,-0.764705882352941,"low","positive",2012-07-21,NA,"adult","low","after","1",0.942116724205279
"925",13195,"s11777",1,TRUE,FALSE,"clov","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"serena.s","k",2013-08-08,"06:16:00","07:16:00",2013,1,"f","r",NA,NA,NA,NA,NA,"","serena.s",NA,"",2008-11-23,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2016-08-24,"dls","fate unknown",NA,"",NA,"adult","low",3,0.764705882352941,"low","positive",2012-06-24,NA,"adult","low","after","1",0.942116724205279
"926",13206,"s19675",1,FALSE,FALSE,"slin","00-jan-00",0,"scan","lion",100,FALSE,NA,NA,"serena.s","o",2016-05-19,"18:16:00","18:46:00",2016,1,"f","r",NA,NA,NA,NA,NA,"","serena.s",NA,"",2008-11-17,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2018-08-14,"dls","",NA,"",NA,"adult","low",10,0.217391304347826,"low","positive",2012-07-22,NA,"adult","low","after","1",2.79775218945344
"927",13240,"t14470.8",1,TRUE,FALSE,"gob","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"talek","k",1998-01-03,"06:59:00","07:09:00",1998,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-05-07,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-06-09,"dls","dispersed",NA,"",NA,"adult","low",NA,NA,"low","positive",1997-07-17,NA,"adult",NA,"after","1",0.942116724205279
"928",13241,"t14470.8",1,TRUE,FALSE,"stg","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"talek","k",1998-01-03,"06:59:00","07:09:00",1998,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1995-01-30,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-09-20,"dls","dispersed",NA,"",NA,"adult","low",NA,NA,"low","positive",1997-07-02,NA,"adult",NA,"after","1",0.942116724205279
"929",13243,"t14470.8",1,TRUE,FALSE,"mali","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"talek","k",1998-01-03,"06:59:00","07:09:00",1998,1,"f","r","jab",NA,"1","2",1996-10-13,"","talek",NA,"",1996-11-11,"","",NA,"",1997-04-08,"","","2.5","",1997-10-01,"","","4","",NA,"","",NA,"",NA,NA,NA,NA,NA,2006-01-13,"dls","inferred dead",NA,"",14.7,"subadult","low",NA,NA,"low","negative",1997-07-04,8.7,"cub","low","after","0",1.29218132737136
"930",13244,"t14470.8",1,TRUE,FALSE,"mrph","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"talek","k",1998-01-03,"06:59:00","07:09:00",1998,1,"f","r","bsh",NA,"1","1",1996-06-25,"","talek",NA,"",1996-07-24,"","",NA,"",1996-12-24,"","","1","",1997-06-01,"","","1","",NA,"","",NA,"",NA,NA,NA,NA,NA,2011-04-10,"dead","lions",NA,"",18.3,"subadult","low",2,0.928571428571429,"low","positive",1997-06-07,11.4,"cub","low","after","1",1.29218132737136
"931",13246,"t14470.8",1,TRUE,FALSE,"ger","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"talek","k",1998-01-03,"06:59:00","07:09:00",1998,1,"f","r","coch","en","1","1",1992-11-07,"","talek",NA,"",1992-11-29,"","",NA,"",1993-06-08,"","","0.5","",1993-12-01,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2005-06-02,"dead","humans",NA,"",61.9,"adult","low",15,0,"low","negative",1993-07-12,8.1,"cub","low","after","0",0.942116724205279
"932",13247,"t14470.8",1,TRUE,FALSE,"darw","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"talek","k",1998-01-03,"06:59:00","07:09:00",1998,1,"m","r","jb","fa","0",NA,1996-07-01,"","talek",NA,"",1996-08-20,"","",NA,"",1996-12-24,"","","0.5","",1997-06-01,"","",NA,"",2002-03-25,"dispersal","fig.tree",NA,"",NA,NA,NA,NA,NA,2002-07-05,"dls","",NA,"",18.1,"subadult","low",NA,NA,"low","positive",1997-06-11,11.3,"cub","low","after","1",1.29218132737136
"933",13281,"t16847",1,FALSE,FALSE,"puc","00-jan-00",0,"scan","lion",20,FALSE,NA,NA,"talek","o",1999-01-27,"07:55:00","08:33:00",1999,2,"f","r","ger","fn","1","1",1997-06-01,"","talek",NA,"",1997-07-20,"","",NA,"",1998-01-21,"","","8.5","",1998-08-11,"","","0.5","",2002-05-01,"fission","talek.e",NA,"",NA,NA,NA,NA,NA,2006-12-23,"dls","inferred dead",NA,"",19.9,"subadult","low",15,0.0666666666666667,"low","negative",1998-03-14,9.4,"cub","low","after","0",-0.135520096051463
"934",13282,"t16847",1,FALSE,FALSE,"bsh","00-jan-00",0,"scan","lion",20,FALSE,NA,NA,"talek","o",1999-01-27,"07:55:00","08:33:00",1999,1,"f","r","kb",NA,NA,NA,1983-01-01,"","talek",NA,"",1983-01-01,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-05-29,"dead","kidney failure",NA,"",192.8,"adult","low",1,1,"low","positive",1994-05-02,136,"adult","low","after","1",-0.171264554943621
"935",13284,"t16847",1,FALSE,FALSE,"yet","00-jan-00",0,"scan","lion",20,FALSE,NA,NA,"talek","o",1999-01-27,"07:55:00","08:33:00",1999,1,"m","r","kip","mike","1","1",1997-07-09,"","talek",NA,"",1997-07-15,"","",NA,"",1997-12-04,"","","3","",1998-07-18,"","","1","",NA,"","",NA,"",NA,NA,NA,NA,NA,2001-03-13,"dls","dispersed",NA,"",18.6,"subadult","low",NA,NA,"low","positive",1998-10-20,15.4,"subadult","low","after","1",-0.135520096051463
"936",13285,"t16847",1,FALSE,FALSE,"sx","00-jan-00",0,"scan","lion",20,FALSE,NA,NA,"talek","o",1999-01-27,"07:55:00","08:33:00",1999,2,"f","r","coch",NA,"1","1",1989-10-14,"","talek",NA,"",1989-11-21,"","",NA,"",1990-04-25,"","","0.5","",1991-01-15,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2000-07-07,"dls","inferred dead",NA,"",111.4,"adult","low",18,-0.133333333333333,"low","positive",1990-12-28,14.5,"subadult","low","after","1",-0.171264554943621
"937",13286,"t16847",1,FALSE,FALSE,"gob","00-jan-00",0,"dist","lion",70,FALSE,NA,NA,"talek","o",1999-01-27,"07:55:00","08:33:00",1999,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-05-07,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-06-09,"dls","dispersed",NA,"",NA,"adult","low",NA,NA,"low","positive",1997-07-17,NA,"adult",NA,"after","1",1.68437091030454
