"","id","session","note.quality","food.present","no.intx.yes.no","hy.id","time","order","behavior","target","distance","leader.y.n.","food","notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dengrad.date","dengrad.event.status","dengrad.event.data","disappear.date","disappear.event.status","disappear.event.data","dob.date","dob.event.status","dob.event.data","wean.date","wean.event.status","wean.event.data","rank.clan","rank","stan.rank.lion","age.mon.lion","age.cat.lion","hum.dist.lion","hum.pop.den","diagnosis","dart.date","age.mon.dart","age.cat.dart","hum.dist.dob","diagnosis.time","toxo.status","dist.age.stndrzd"
"523",13167,"s18794",1,TRUE,FALSE,"uzi","00-jan-00",1,"mob","lion",30,TRUE,NA,NA,"serena.n","k",2016-03-05,"08:35:00","09:23:00",2016,2,"m","r","angi",NA,"0",NA,2013-07-01,NA,NA,2016-03-11,"dls","double check: alive but with disappeared date",2012-08-21,NA,"serena.n",2013-06-03,NA,NA,NA,NA,NA,42.4,"adult","low","low","positive",2015-03-19,30.9,"adult","low","after","1",0.170826625029741
"524",13175,"s19478",1,TRUE,FALSE,"trni","00-jan-00",0,"app","lion",5,FALSE,NA,NA,"serena.n","k",2016-06-27,"17:31:00","18:29:00",2016,1,"m","r","wafl",NA,"0",NA,2013-02-18,NA,NA,2016-06-27,"dls",NA,2012-07-04,NA,"serena.n",2013-07-03,NA,NA,NA,NA,NA,47.8,"adult","low","low","positive",2015-03-04,32,"adult","low","after","1",-0.741650175334222
"525",13186,"s11777",1,TRUE,FALSE,"slin","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"serena.s","k",2013-08-08,"06:16:00","07:16:00",2013,2,"f","r",NA,NA,NA,NA,NA,NA,NA,2018-08-14,"dls",NA,NA,NA,"serena.s",NA,NA,NA,"serena.s",5,0.529411764705882,NA,"adult","low","low","positive",2012-07-22,NA,"adult","low","after","1",0.900808065320911
"526",13192,"s11777",1,TRUE,FALSE,"mtn","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"serena.s","k",2013-08-08,"06:16:00","07:16:00",2013,1,"f","r",NA,NA,NA,NA,NA,NA,NA,2016-12-22,"dls",NA,NA,NA,"serena.s",NA,NA,NA,"serena.s",16,-0.764705882352941,NA,"adult","low","low","positive",2012-07-21,NA,"adult","low","after","1",0.900808065320911
"527",13195,"s11777",1,TRUE,FALSE,"clov","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"serena.s","k",2013-08-08,"06:16:00","07:16:00",2013,1,"f","r",NA,NA,NA,NA,NA,NA,NA,2016-08-24,"dls","fate unknown",NA,NA,"serena.s",NA,NA,NA,"serena.s",3,0.764705882352941,NA,"adult","low","low","positive",2012-06-24,NA,"adult","low","after","1",0.900808065320911
"528",13206,"s19675",1,FALSE,FALSE,"slin","00-jan-00",0,"scan","lion",100,FALSE,NA,NA,"serena.s","o",2016-05-19,"18:16:00","18:46:00",2016,1,"f","r",NA,NA,NA,NA,NA,NA,NA,2018-08-14,"dls",NA,NA,NA,"serena.s",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",2012-07-22,NA,"adult","low","after","1",2.72576166604884
"529",13240,"t14470.8",1,TRUE,FALSE,"gob","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"talek","k",1998-01-03,"06:59:00","07:09:00",1998,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1997-07-17,NA,"adult",NA,"after","1",0.900808065320911
"530",13241,"t14470.8",1,TRUE,FALSE,"stg","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"talek","k",1998-01-03,"06:59:00","07:09:00",1998,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1997-07-02,NA,"adult",NA,"after","1",0.900808065320911
"531",13244,"t14470.8",1,TRUE,FALSE,"mrph","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"talek","k",1998-01-03,"06:59:00","07:09:00",1998,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",2,0.928571428571429,18.3,"subadult","low","low","positive",1997-06-07,11.4,"cub","low","after","1",1.20618025230221
"532",13247,"t14470.8",1,TRUE,FALSE,"darw","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"talek","k",1998-01-03,"06:59:00","07:09:00",1998,1,"m","r","jb","fa","0",NA,1996-12-24,NA,NA,NA,NA,NA,1996-07-01,NA,"talek",1997-06-01,NA,NA,NA,NA,NA,18.1,"subadult","low","low","positive",1997-06-11,11.3,"cub","low","after","1",1.20618025230221
"533",13282,"t16847",1,FALSE,FALSE,"bsh","00-jan-00",0,"scan","lion",20,FALSE,NA,NA,"talek","o",1999-01-27,"07:55:00","08:33:00",1999,1,"f","r","kb",NA,NA,NA,NA,NA,NA,1999-05-29,"dead","kidney failure",1983-01-01,NA,"talek",NA,NA,NA,"talek",1,1,192.8,"adult","low","low","positive",1994-05-02,136,"adult","low","after","1",-0.194164095115844
"534",13284,"t16847",1,FALSE,FALSE,"yet","00-jan-00",0,"scan","lion",20,FALSE,NA,NA,"talek","o",1999-01-27,"07:55:00","08:33:00",1999,1,"m","r","kip","mike","1","1",1997-12-04,NA,NA,NA,NA,NA,1997-07-09,NA,"talek",1998-07-18,NA,NA,NA,NA,NA,18.6,"subadult","low","low","positive",1998-10-20,15.4,"subadult","low","after","1",-0.106440043192347
"535",13285,"t16847",1,FALSE,FALSE,"sx","00-jan-00",0,"scan","lion",20,FALSE,NA,NA,"talek","o",1999-01-27,"07:55:00","08:33:00",1999,2,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,"talek",18,-0.133333333333333,111.4,"adult","low","low","positive",1990-12-28,14.5,"subadult","low","after","1",-0.194164095115844
"536",13286,"t16847",1,FALSE,FALSE,"gob","00-jan-00",0,"dist","lion",70,FALSE,NA,NA,"talek","o",1999-01-27,"07:55:00","08:33:00",1999,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1997-07-17,NA,"adult",NA,"after","1",1.63078950561208
"537",13290,"t16847",1,FALSE,FALSE,"kip","00-jan-00",0,"dist","lion",70,FALSE,NA,NA,"talek","o",1999-01-27,"07:55:00","08:33:00",1999,1,"f","r","who","fn","1","1",1994-08-23,NA,NA,2000-09-26,"dls","inferred dead",1993-12-10,NA,"talek",1994-09-10,NA,NA,"talek",7,0.6,61.6,"adult","low","low","positive",1994-12-18,12.3,"subadult","low","after","1",1.63078950561208
"538",13331,"t28506",1,TRUE,FALSE,"foz","00-jan-00",0,"dist","lion",10,FALSE,NA,NA,"talek","k",2001-08-01,"19:47:00","20:36:00",2001,4,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-03-28,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,43.5,"adult",NA,"low","positive",1999-08-19,20.1,"subadult","low","after","1",-0.559154815261429
"539",13337,"t28506",1,TRUE,FALSE,"zim","00-jan-00",0,"dist","lion",5,FALSE,NA,NA,"talek","k",2001-08-01,"19:47:00","20:36:00",2001,1,"f","r","cr","zig","1","1",1999-08-04,NA,NA,2002-12-12,"dls","inferred dead",1998-11-29,NA,"talek",2000-02-23,NA,NA,"talek",16,-0.764705882352941,32.1,"adult",NA,"low","positive",1999-11-07,11.3,"cub","low","after","1",-0.741650175334222
"540",13342,"t28506",1,TRUE,FALSE,"par","00-jan-00",0,"dist","lion",50,FALSE,NA,NA,"talek","k",2001-08-01,"19:47:00","20:36:00",2001,1,"f","r","gw","rcn","0",NA,1994-04-03,NA,NA,2004-02-10,"dls","inferred dead",1993-07-15,NA,"talek",NA,NA,NA,NA,NA,NA,96.6,"adult",NA,"low","positive",1994-06-23,11.3,"cub","low","after","1",0.900808065320911
"541",13439,"t36570",2,FALSE,FALSE,"vgs","00-jan-00",1,"dist","lion",50,FALSE,NA,NA,"talek","o",2002-12-06,"06:47:00","07:32:00",2002,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2005-12-14,"dead","snakebite?",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1999-03-05,NA,"adult",NA,"after","1",0.900808065320911
"542",13441,"t36570",2,FALSE,FALSE,"mrph","00-jan-00",0,"scan","lion",20,FALSE,NA,NA,"talek","o",2002-12-06,"06:47:00","07:32:00",2002,3,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,77.4,"adult",NA,"low","positive",1997-06-07,11.4,"cub","low","after","1",-0.194164095115844
"543",13461,"t36673",1,TRUE,FALSE,"ldv","00-jan-00",0,"dist","lion",50,FALSE,NA,NA,"talek","k",2002-12-16,"18:20:00","19:15:00",2002,3,"m","r","hg","mer","1","2",1998-08-06,NA,NA,2007-04-07,"dead","lions",1997-11-24,NA,"talek",1999-03-13,NA,NA,NA,NA,NA,60.7,"adult",NA,"low","positive",1999-03-07,15.4,"subadult","low","after","1",0.900808065320911
"544",13712,"t53992",1,TRUE,FALSE,"dub","00-jan-00",0,"scan","lion",60,FALSE,NA,NA,"talek","k",2005-08-20,"06:10:00","08:00:00",2005,2,"m","i",NA,NA,NA,NA,NA,NA,NA,2016-06-05,"dead","lions",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1999-10-19,NA,"adult",NA,"after","1",1.2657987854665
"545",13747,"t56289",1,FALSE,FALSE,"hex","00-jan-00",0,"scan","lion",5,FALSE,NA,NA,"talek","o",2006-01-24,"06:19:00","06:50:00",2006,11,"f","r","bail",NA,NA,NA,2003-11-07,NA,NA,2016-04-13,"dls","inferred dead",2003-03-04,NA,"talek",2004-01-17,NA,NA,"talek",17,-1,34.7,"adult",NA,"hi","doubtful",2012-06-09,111.2,"adult",NA,"before","0",-0.741650175334222
"546",13757,"t56289",1,FALSE,FALSE,"mrph","00-jan-00",0,"scan","lion",20,FALSE,NA,NA,"talek","o",2006-01-24,"06:19:00","06:50:00",2006,2,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,115,"adult",NA,"low","positive",1997-06-07,11.4,"cub","low","after","1",-0.194164095115844
"547",13772,"t56289",1,FALSE,FALSE,"ldv","00-jan-00",0,"scan","lion",8,FALSE,NA,NA,"talek","o",2006-01-24,"06:19:00","06:50:00",2006,2,"m","r","hg","mer","1","2",1998-08-06,NA,NA,2007-04-07,"dead","lions",1997-11-24,NA,"talek",1999-03-13,NA,NA,NA,NA,NA,98,"adult",NA,"low","positive",1999-03-07,15.4,"subadult","low","after","1",-0.632152959290546
"548",13872,"t58193",1,TRUE,FALSE,"mrph","00-jan-00",0,"scan","lion",1,FALSE,NA,NA,"talek","k",2006-06-11,"17:29:00","18:49:00",2006,6,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,119.5,"adult",NA,"low","positive",1997-06-07,11.4,"cub","low","after","1",-0.887646463392456
"549",13875,"t58193",1,TRUE,FALSE,"hex","00-jan-00",0,"scan","lion",1,FALSE,NA,NA,"talek","k",2006-06-11,"17:29:00","18:49:00",2006,3,"f","r","bail",NA,NA,NA,2003-11-07,NA,NA,2016-04-13,"dls","inferred dead",2003-03-04,NA,"talek",2004-01-17,NA,NA,"talek",17,-1,39.3,"adult",NA,"hi","doubtful",2012-06-09,111.2,"adult",NA,"before","0",-0.887646463392456
"550",13896,"t58193",1,TRUE,FALSE,"mig","00-jan-00",0,"dist","lion",1,FALSE,NA,NA,"talek","k",2006-06-11,"17:29:00","18:49:00",2006,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",-0.887646463392456
"551",13994,"t62255",1,TRUE,FALSE,"foz","00-jan-00",0,"scan","lion",40,FALSE,NA,NA,"talek","k",2008-03-25,"18:31:00","19:41:00",2008,1,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-03-28,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,123.3,"adult",NA,"low","positive",1999-08-19,20.1,"subadult","low","after","1",0.535817345175326
"552",14076,"t67763",1,TRUE,FALSE,"juno","00-jan-00",0,"scan","lion",4,FALSE,NA,NA,"talek","k",2009-12-10,"05:54:00","06:41:00",2009,1,"f","r","mrph",NA,"1","1",2009-01-28,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-04-20,NA,"talek",2009-02-24,NA,NA,NA,NA,NA,19.7,"subadult",NA,"hi","doubtful",2012-05-28,49.2,"adult",NA,"before","0",-0.806504200789442
"553",14080,"t67763",1,TRUE,FALSE,"mrph","00-jan-00",0,"scan","lion",4,FALSE,NA,NA,"talek","k",2009-12-10,"05:54:00","06:41:00",2009,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,161.5,"adult",NA,"low","positive",1997-06-07,11.4,"cub","low","after","1",-0.778149247348781
"554",14084,"t67880",1,FALSE,FALSE,"mrph","00-jan-00",0,"dist","lion",4,FALSE,NA,NA,"talek","o",2009-12-22,"06:59:00","07:39:00",2009,3,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,161.9,"adult",NA,"low","positive",1997-06-07,11.4,"cub","low","after","1",-0.778149247348781
"555",14085,"t67880",1,FALSE,FALSE,"juno","00-jan-00",0,"dist","lion",4,FALSE,NA,NA,"talek","o",2009-12-22,"06:59:00","07:39:00",2009,1,"f","r","mrph",NA,"1","1",2009-01-28,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-04-20,NA,"talek",2009-02-24,NA,NA,NA,NA,NA,20.1,"subadult",NA,"hi","doubtful",2012-05-28,49.2,"adult",NA,"before","0",-0.806504200789442
"556",14086,"t67880",1,FALSE,FALSE,"mig","00-jan-00",0,"scan","lion",20,FALSE,NA,NA,"talek","o",2009-12-22,"06:59:00","07:39:00",2009,3,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",-0.194164095115844
"557",14098,"t67880",1,FALSE,FALSE,"foz","00-jan-00",0,"scan","lion",75,FALSE,NA,NA,"talek","o",2009-12-22,"06:59:00","07:39:00",2009,1,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-03-28,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,144.2,"adult",NA,"low","positive",1999-08-19,20.1,"subadult","low","after","1",1.81328486568487
"558",14150,"t69384",1,FALSE,FALSE,"mrph","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"talek","k",2010-04-30,"17:43:00","18:59:00",2010,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,166.1,"adult",NA,"low","positive",1997-06-07,11.4,"cub","low","after","1",0.900808065320911
"559",14151,"t69384",1,FALSE,FALSE,"juno","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"talek","k",2010-04-30,"17:43:00","18:59:00",2010,1,"f","r","mrph",NA,"1","1",2009-01-28,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-04-20,NA,"talek",2009-02-24,NA,NA,"talek",2,0.928571428571429,24.3,"adult",NA,"hi","doubtful",2012-05-28,49.2,"adult",NA,"before","0",0.900808065320911
"560",14168,"t69604",1,TRUE,FALSE,"mrph","00-jan-00",0,"scan","lion",15,FALSE,NA,NA,"talek","k",2010-05-16,"18:22:00","19:08:00",2010,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,166.7,"adult",NA,"low","positive",1997-06-07,11.4,"cub","low","after","1",-0.376659455188637
"561",14206,"t77256",1,TRUE,FALSE,"atac","00-jan-00",0,"scan","lion",10,FALSE,NA,NA,"talek","k",2012-06-16,"06:59:00","07:54:00",2012,1,"f","r","hel",NA,"1","2",2009-10-18,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-07-15,NA,NA,"talek",7,0.764705882352941,40,"adult","hi","hi","positive",2012-06-13,39.9,"adult",NA,"after","1",-0.559154815261429
"562",14207,"t77256",1,TRUE,FALSE,"hel","00-jan-00",0,"scan","lion",20,FALSE,NA,NA,"talek","k",2012-06-16,"06:59:00","07:54:00",2012,1,"f","r","mrph",NA,NA,NA,2006-11-11,NA,NA,NA,"dls","double check: alive but with disappeared date",2006-02-01,NA,"talek",2006-12-30,NA,NA,"talek",2,0.96078431372549,76.4,"adult","hi","hi","positive",2012-05-06,75.1,"adult",NA,"after","1",-0.194164095115844
"563",14209,"t77256",1,TRUE,FALSE,"bora","00-jan-00",0,"scan","lion",100,FALSE,NA,NA,"talek","k",2012-06-16,"06:59:00","07:54:00",2012,1,"f","r","art",NA,"0",NA,2011-12-06,NA,NA,2018-06-19,"dls",NA,2010-12-23,NA,"talek",2012-04-11,NA,NA,NA,NA,NA,17.8,"subadult","hi","hi","positive",2012-06-01,17.3,"subadult",NA,"after","1",3.39388074479313
"564",14227,"t77724",1,TRUE,FALSE,"hel","00-jan-00",0,"mob","lion",5,FALSE,NA,NA,"talek","c",2012-07-14,"07:13:00","08:19:00",2012,2,"f","r","mrph",NA,NA,NA,2006-11-11,NA,NA,NA,"dls","double check: alive but with disappeared date",2006-02-01,NA,"talek",2006-12-30,NA,NA,"talek",2,0.96078431372549,77.4,"adult","hi","hi","positive",2012-05-06,75.1,"adult",NA,"after","1",-0.741650175334222
"565",14231,"t77724",1,TRUE,FALSE,"buar","00-jan-00",0,"scan","lion",10,FALSE,NA,NA,"talek","c",2012-07-14,"07:13:00","08:19:00",2012,2,"f","r","hel",NA,"1","2",2010-08-03,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-12-18,NA,"talek",2010-06-27,NA,NA,"talek",3,0.92156862745098,30.8,"adult","hi","hi","positive",2012-05-26,29.2,"adult",NA,"after","1",-0.559154815261429
"566",14245,"t77724",1,TRUE,FALSE,"amaz","00-jan-00",0,"scan","lion",15,FALSE,NA,NA,"talek","c",2012-07-14,"07:13:00","08:19:00",2012,1,"f","r","hel",NA,"1","1",2009-11-19,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-09-29,NA,NA,"talek",4,0.882352941176471,40.9,"adult","hi","hi","positive",2012-06-16,40,"adult",NA,"after","1",-0.376659455188637
"567",14252,"t77724",1,TRUE,FALSE,"obam","00-jan-00",0,"scan","lion",20,FALSE,NA,NA,"talek","c",2012-07-14,"07:13:00","08:19:00",2012,2,"f","r","nav",NA,"1","2",2009-07-16,NA,NA,2014-04-12,"dead","poison (april 2014 incident)",2008-11-13,NA,"talek",NA,NA,NA,"talek",44,-0.686274509803922,44,"adult","hi","hi","positive",2012-06-07,42.8,"adult",NA,"after","1",-0.194164095115844
"568",14253,"t77724",1,TRUE,FALSE,"bora","00-jan-00",0,"scan","lion",20,FALSE,NA,NA,"talek","c",2012-07-14,"07:13:00","08:19:00",2012,2,"f","r","art",NA,"0",NA,2011-12-06,NA,NA,2018-06-19,"dls",NA,2010-12-23,NA,"talek",2012-04-11,NA,NA,NA,NA,NA,18.7,"subadult","hi","hi","positive",2012-06-01,17.3,"subadult",NA,"after","1",-0.106440043192347
"569",14277,"t79357",1,TRUE,FALSE,"buar","00-jan-00",0,"scan","lion",5,FALSE,NA,NA,"talek","k",2012-11-16,"07:02:00","08:05:00",2012,1,"f","r","hel",NA,"1","2",2010-08-03,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-12-18,NA,"talek",2010-06-27,NA,NA,"talek",3,0.92156862745098,35,"adult","hi","hi","positive",2012-05-26,29.2,"adult",NA,"after","1",-0.741650175334222
"570",14342,"t85498",1,TRUE,FALSE,"neon","00-jan-00",0,"scan","lion",30,FALSE,NA,NA,"talek","o",2014-02-02,"07:06:00","07:52:00",2014,1,"f","r","yog",NA,"0",NA,2011-11-18,NA,NA,NA,"dls","double check: alive but with disappeared date",2010-12-26,NA,"talek",2011-12-05,NA,NA,"talek",24,-0.0222222222222221,37.3,"adult","hi","hi","positive",2012-06-15,17.6,"subadult",NA,"after","1",0.170826625029741
"571",14344,"t85498",1,TRUE,FALSE,"hel","00-jan-00",0,"scan","lion",25,FALSE,NA,NA,"talek","o",2014-02-02,"07:06:00","07:52:00",2014,1,"f","r","mrph",NA,NA,NA,2006-11-11,NA,NA,NA,"dls","double check: alive but with disappeared date",2006-02-01,NA,"talek",2006-12-30,NA,NA,"talek",3,0.911111111111111,96,"adult","hi","hi","positive",2012-05-06,75.1,"adult",NA,"after","1",-0.0116687350430516
"572",14345,"t85498",1,TRUE,FALSE,"atac","00-jan-00",0,"scan","lion",25,FALSE,NA,NA,"talek","o",2014-02-02,"07:06:00","07:52:00",2014,1,"f","r","hel",NA,"1","2",2009-10-18,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-07-15,NA,NA,"talek",6,0.777777777777778,59.6,"adult","hi","hi","positive",2012-06-13,39.9,"adult",NA,"after","1",-0.0116687350430516
"573",14346,"t85498",1,TRUE,FALSE,"amaz","00-jan-00",0,"scan","lion",25,FALSE,NA,NA,"talek","o",2014-02-02,"07:06:00","07:52:00",2014,1,"f","r","hel",NA,"1","1",2009-11-19,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-09-29,NA,NA,"talek",4,0.866666666666667,59.6,"adult","hi","hi","positive",2012-06-16,40,"adult",NA,"after","1",-0.0116687350430516
"574",14347,"t85498",1,TRUE,FALSE,"bora","00-jan-00",0,"scan","lion",35,FALSE,NA,NA,"talek","o",2014-02-02,"07:06:00","07:52:00",2014,1,"f","r","art",NA,"0",NA,2011-12-06,NA,NA,2018-06-19,"dls",NA,2010-12-23,NA,"talek",2012-04-11,NA,NA,"talek",23,0.0222222222222223,37.4,"adult","hi","hi","positive",2012-06-01,17.3,"subadult",NA,"after","1",0.353321985102534
"575",14348,"t85498",1,TRUE,FALSE,"pant","00-jan-00",0,"scan","lion",40,FALSE,NA,NA,"talek","o",2014-02-02,"07:06:00","07:52:00",2014,1,"m","r","hel",NA,"1","2",2011-06-13,NA,NA,NA,NA,NA,2010-12-21,NA,"talek",2011-09-20,NA,NA,NA,NA,NA,37.4,"adult","hi","hi","positive",2013-05-23,29,"adult",NA,"after","1",0.535817345175326
"576",14351,"t85498",1,TRUE,FALSE,"gala","00-jan-00",0,"scan","lion",50,FALSE,NA,NA,"talek","o",2014-02-02,"07:06:00","07:52:00",2014,1,"f","r","hel",NA,"0",NA,2012-09-15,NA,NA,2014-04-12,"dead","humans (poison - april 2014)",2012-01-06,NA,"talek",2012-07-17,NA,NA,"talek",1,1,24.9,"adult","hi","hi","positive",2013-09-04,19.9,"subadult","hi","after","1",0.900808065320911
"577",14616,"t97739",2,FALSE,FALSE,"buar","00-jan-00",1,"brt flw","lion",15,FALSE,NA,NA,"talek.w","o",2016-12-12,"07:23:00","07:36:00",2016,1,"f","r","hel",NA,"1","2",2010-08-03,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-12-18,NA,"talek",2010-06-27,NA,NA,NA,NA,NA,83.8,"adult","hi","hi","positive",2012-05-26,29.2,"adult",NA,"after","1",-0.376659455188637
"578",14617,"t97739",2,FALSE,FALSE,"hel","00-jan-00",1,"brt flw","lion",15,FALSE,NA,NA,"talek.w","o",2016-12-12,"07:23:00","07:36:00",2016,1,"f","r","mrph",NA,NA,NA,2006-11-11,NA,NA,NA,"dls","double check: alive but with disappeared date",2006-02-01,NA,"talek",2006-12-30,NA,NA,NA,NA,NA,130.3,"adult","hi","hi","positive",2012-05-06,75.1,"adult",NA,"after","1",-0.376659455188637
"579",14817,"t94700",3,FALSE,FALSE,"atac","00-jan-00",1,"mob","lion",30,FALSE,NA,NA,"talek","o",2016-04-08,"06:36:00","07:17:00",2016,4,"f","r","hel",NA,"1","2",2009-10-18,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-07-15,NA,NA,NA,NA,NA,85.7,"adult","hi","hi","positive",2012-06-13,39.9,"adult",NA,"after","1",0.170826625029741
"580",14836,"t94700",3,FALSE,FALSE,"neon","00-jan-00",15,"scan","lion",65,FALSE,NA,NA,"talek","o",2016-04-08,"06:36:00","07:17:00",2016,3,"f","r","yog",NA,"0",NA,2011-11-18,NA,NA,NA,"dls","double check: alive but with disappeared date",2010-12-26,NA,"talek",2011-12-05,NA,NA,NA,NA,NA,63.4,"adult","hi","hi","positive",2012-06-15,17.6,"subadult",NA,"after","1",1.44829414553929
"581",14842,"t94700",3,FALSE,FALSE,"ziti","00-jan-00",21,"scan","lion",80,FALSE,NA,NA,"talek","o",2016-04-08,"06:36:00","07:17:00",2016,3,"m","r","guci",NA,"1","2",2010-11-12,NA,NA,NA,"dls","double check: alive but with disappeared date",2010-04-03,NA,"talek",2011-07-14,NA,NA,NA,NA,NA,72.2,"adult","hi","hi","positive",2013-06-05,38.1,"adult",NA,"after","1",1.99578022575767
"582",14845,"t94700",3,FALSE,FALSE,"buar","00-jan-00",1,"brt app (not mob)","lion",20,FALSE,NA,NA,"talek","o",2016-04-08,"06:36:00","07:17:00",2016,4,"f","r","hel",NA,"1","2",2010-08-03,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-12-18,NA,"talek",2010-06-27,NA,NA,NA,NA,NA,75.7,"adult","hi","hi","positive",2012-05-26,29.2,"adult",NA,"after","1",-0.194164095115844
"583",14846,"t94700",3,FALSE,FALSE,"amaz","00-jan-00",2,"brt app (not mob)","lion",20,FALSE,NA,NA,"talek","o",2016-04-08,"06:36:00","07:17:00",2016,4,"f","r","hel",NA,"1","1",2009-11-19,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-09-29,NA,NA,NA,NA,NA,85.7,"adult","hi","hi","positive",2012-06-16,40,"adult",NA,"after","1",-0.194164095115844
"584",14848,"t94700",3,FALSE,FALSE,"hel","00-jan-00",4,"brt app (not mob)","lion",20,FALSE,NA,NA,"talek","o",2016-04-08,"06:36:00","07:17:00",2016,5,"f","r","mrph",NA,NA,NA,2006-11-11,NA,NA,NA,"dls","double check: alive but with disappeared date",2006-02-01,NA,"talek",2006-12-30,NA,NA,NA,NA,NA,122.2,"adult","hi","hi","positive",2012-05-06,75.1,"adult",NA,"after","1",-0.194164095115844
"585",14849,"t94700",3,FALSE,FALSE,"lust","00-jan-00",5,"brt app (not mob)","lion",20,FALSE,NA,NA,"talek","o",2016-04-08,"06:36:00","07:17:00",2016,4,"f","r","arg",NA,"1","2",2012-07-07,NA,NA,NA,"dls","double check: alive but with disappeared date",2011-09-06,NA,"talek",2012-06-10,NA,NA,NA,NA,NA,55.1,"adult","hi","hi","positive",2013-03-14,18.2,"subadult",NA,"after","1",-0.194164095115844
